"answeredQuestions","asin","attributes/0/key","attributes/0/value","attributes/1/key","attributes/1/value","attributes/2/key","attributes/2/value","attributes/3/key","attributes/3/value","attributes/4/key","attributes/4/value","attributes/5/key","attributes/5/value","attributes/6/key","attributes/6/value","attributes/7/key","attributes/7/value","attributes/8/key","attributes/8/value","attributes/9/key","attributes/9/value","attributes/10/key","attributes/10/value","attributes/11/key","attributes/11/value","attributes/12/key","attributes/12/value","attributes/13/key","attributes/13/value","attributes/14/key","attributes/14/value","attributes/15/key","attributes/15/value","attributes/16/key","attributes/16/value","bestsellerRanks","bestsellerRanks/0/category","bestsellerRanks/0/rank","bestsellerRanks/0/url","bestsellerRanks/1/category","bestsellerRanks/1/rank","bestsellerRanks/1/url","bestsellerRanks/2/category","bestsellerRanks/2/rank","bestsellerRanks/2/url","bestsellerRanks/3/category","bestsellerRanks/3/rank","bestsellerRanks/3/url","brand","breadCrumbs","delivery","description","fastestDelivery","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","inStock","inStockText","listPrice","listPrice/currency","listPrice/value","locationText","manufacturerAttributes/0/key","manufacturerAttributes/0/value","manufacturerAttributes/1/key","manufacturerAttributes/1/value","manufacturerAttributes/2/key","manufacturerAttributes/2/value","manufacturerAttributes/3/key","manufacturerAttributes/3/value","manufacturerAttributes/4/key","manufacturerAttributes/4/value","manufacturerAttributes/5/key","manufacturerAttributes/5/value","manufacturerAttributes/6/key","manufacturerAttributes/6/value","manufacturerAttributes/7/key","manufacturerAttributes/7/value","manufacturerAttributes/8/key","manufacturerAttributes/8/value","price/currency","price/value","priceVariants","returnPolicy","reviewsCount","reviewsLink","seller","seller/averageRating","seller/id","seller/name","seller/reviewsCount","seller/url","shippingPrice","stars","starsBreakdown/1star","starsBreakdown/2star","starsBreakdown/3star","starsBreakdown/4star","starsBreakdown/5star","support","thumbnailImage","title","url","variantAsins/0","variantAsins/1","variantAsins/2","variantAsins/3","variantAsins/4","variantAsins/5","variantAsins/6","variantAsins/7","variantAsins/8","variantAsins/9","variantAsins/10","variantAsins/11","variantAsins/12","variantAsins/13","variantAsins/14","variantAsins/15","variantAsins/16","variantAsins/17","variantAsins/18","variantAsins/19","variantAsins/20","variantAsins/21","variantAsins/22","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value"
"103","B078WQQGK9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ANLUKE","Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Water Shoes",,,,,,,,,,,,,,,,,,,"true","",,"$","15.55","Select your address","","Ultra Lightweight:  Super lightweight and compressible design make this aqua yoga shoes easy to fold and carry, convenience for leisure or any other sport activities.","","Non-slip Sole:  Anti-slip rubber sole  are flexible yet thick enough to protect your feet from stepping on rock and stone. Upgrade outsole is more wear-resistant and have better anti-skid than others.","","Easy to Wear:  Breathable and smooth stretchy fabrics provide great freedom and comfortable feeling. Easy slip-on design makes it convenient to wear and take off. Quick dry when you are out of water.",,,,,,,,,,,,,"$","9.59",,,"34958","/ANLUKE-Water-Shoes-Barefoot-Quick-Dry/product-reviews/B09H3BS4QD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.3","0.06","0.04","0.09","0.16","0.66",,"https://m.media-amazon.com/images/I/715HL+1KOsL._AC_SY395_SX395_.jpg","ANLUKE Water Shoes Barefoot Aqua Yoga Socks Quick-Dry Beach Swim Surf Shoes for Women Men","https://www.amazon.com/dp/B078WQQGK9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","B001CPY30U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","7237","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Road Running Shoes","47","https://www.amazon.com/gp/bestsellers/fashion/14210389011/ref=pd_zg_hrsr_fashion",,,,,,,"Nike","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",,"Reinvent your gait and let yourself be wrapped up by Nike Adapt Auto Max for a completely personalized fit. Futuristic update of Nike OG running models and Tinker Hatfield's most iconic designs, features Nike FitAdapt technology for a modern look and a revolutionary fit. Set and save your favorite fits, customize lights and download updates to fit your look ahead of the future.",,"Rubber sole","Model Number: 319116011","Gender: mens","Color: Black / White","Made In: Vietnam",,,,,,,,,,,"true","",,"$","136.12","Select your address",,,,,,,,,,,,,,,,,,,"$","80",,,"160","/Nike-Mens-Sneaker-Running-Shoes/product-reviews/B07C5DJ6LC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.3","0.05","0.02","0.06","0.13","0.75",,"https://m.media-amazon.com/images/I/71wbXtpEwQL.__AC_SX395_SY395_QL70_FMwebp_.jpg","Nike Men's Sneaker,Running Shoes","https://www.amazon.com/dp/B001CPY30U",,,,,,,,,,,,,,,,,,,,,,,,,,,
"79","B0794Z5VJH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","11986","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Women's Mid-Calf Boots","40","https://www.amazon.com/gp/bestsellers/fashion/11721154011/ref=pd_zg_hrsr_fashion","Women's Snow Boots","54","https://www.amazon.com/gp/bestsellers/fashion/5658903011/ref=pd_zg_hrsr_fashion",,,,"UGG","Clothing, Shoes & Jewelry › Women › Shoes › Boots › Ankle & Bootie",,,,,,,,,,,,,,,,,,,"true","",,,,"Select your address",,,,,,,,,,,,,,,,,,,"$","249.95",,,"2849","/UGG-Womens-Adirondack-Boot-Iii/product-reviews/B0BGLZNC4H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.05","0.02","0.03","0.07","0.83",,"https://m.media-amazon.com/images/I/81z5B2FNPdL.__AC_SY395_SX395_QL70_FMwebp_.jpg","UGG Women's Adirondack Boot Iii","https://www.amazon.com/dp/B0794Z5VJH",,,,,,,,,,,,,,,,,,,,,,,,,,,
"63","B006JUYPWY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","26907","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Military & Tactical Boots","18","https://www.amazon.com/gp/bestsellers/fashion/6796862011/ref=pd_zg_hrsr_fashion","Men's Hiking Boots","39","https://www.amazon.com/gp/bestsellers/fashion/679280011/ref=pd_zg_hrsr_fashion",,,,"Danner","Clothing, Shoes & Jewelry › Men › Uniforms, Work & Safety › Shoes › Military & Tactical",,"READY FOR ANY MISSION, ANY ENVIRONMENT, ANY TIME. Developed side by side with the United States Marine Corps, the RAT (Rugged All Terrain) earned its name among elite warfighters as being the only proven USMC rugged all-terrain boot available. Precisely crafted with highly durable nubuck leather, a tear-resistant 1000 Denier nylon, an abrasion-resistant polyurethane reinforced heel and toe cap, and an advanced Vibram 360 Dri Ice outsole, the RAT embodies Danner's commitment to crafting higher standards. We recommend women select 1.5 to 2 full sizes down for correct fit. Please be aware that these boots tend to run narrow. For this reason, we recommend sizing up by at least half a size or going with the next wider fit available, depending on your preference.",,"Rubber sole",,,,,,,,,,,,,,,"true","",,"$","169.99","Select your address",,,,,,,,,,,,,,,,,,,"$","71.99",,,"843","/Danner-Gore-TEX-Vibram-Temperate-Weather/product-reviews/B09NSZBLG7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.03","0.03","0.04","0.11","0.79",,"https://m.media-amazon.com/images/I/71joymYuq4L.__AC_SX395_SY395_QL70_FMwebp_.jpg","Danner Men's USMC RAT Boot, 8"", Gore-TEX, Vibram 360, Temperate Weather","https://www.amazon.com/dp/B006JUYPWY",,,,,,,,,,,,,,,,,,,,,,,,,,,
"460","B07496VHQJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","239","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Women's Water Shoes","1","https://www.amazon.com/gp/bestsellers/fashion/679378011/ref=pd_zg_hrsr_fashion","Men's Water Shoes","1","https://www.amazon.com/gp/bestsellers/fashion/679304011/ref=pd_zg_hrsr_fashion",,,,"VIFUUR","Clothing, Shoes & Jewelry › Women › Shoes › Athletic › Water Shoes",,,,,,,,,,,,,,,,,,,"true","",,"$","15.99","Select your address",,,,,,,,,,,,,,,,,,,"$","10.68",,,"123116","/VIFUUR-Water-Sports-Barefoot-Quick-Dry/product-reviews/B07JPYSNDP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.3","0.06","0.04","0.09","0.15","0.67",,"https://m.media-amazon.com/images/I/31TCzZEbZpL._AC_.jpg","VIFUUR Water Sports Shoes Barefoot Quick-Dry Aqua Yoga Socks Slip-on for Men Women","https://www.amazon.com/dp/B07496VHQJ",,,,,,,,,,,,,,,,,,,,,,,,,,,
"63","B0894FCT1B","Item Package Dimensions L x W x H","‎16.93 x 13.15 x 5.98 inches","Package Weight","‎2.08 Kilograms","Item Dimensions  LxWxH","‎5 x 5 x 0.7 inches","Item Weight","‎0.65 Pounds","Brand Name","‎TIDEWE","Color","‎Black","Suggested Users","‎mens","Manufacturer","‎TideWe","Part Number","‎BT010-BK-05","Style","‎Rain Boots","Outer Material","‎Neoprene, Rubber","Size","‎5","ASIN","B0894GFHXK","Date First Available","May 25, 2020",,,,,,,,,,,,,,,,,,,,"TIDEWE","Clothing, Shoes & Jewelry › Men › Shoes › Outdoor › Hunting",,,,"【ATTENTION】PLEASE MIND THE SIZE CHART AND CHOOSE THE RIGHT SIZE BEFORE BUYING!","【Waterproof & Anti-Slip】TideWe’s rain boots feature (6mm) neoprene uppers and a natural rubber material creating an extra tough, 100% waterproof design. The deep tread integrated into the rubber soles, provide non-slip traction over the roughest terrain.","【Comfort & Flexibility】The neoprene uppers instill a comfortable and flexible design so it flexes with your foot movements. Designed with a simple, easy to install, breathable mesh, your feet will remain cool with outstanding air circulation, and temperature regulation.","【Durable & User-Friendly】To provide added support and durability to the sole, TideWe installed a steel shank between the insole and outsole of the boot. The reinforced rubber shell also offers extra protection on the toe and heel of the boot. The pull-on and kick tab allow for easy on and off to get you out the door quicker.","【Multi-Use】TideWe’s rubber boots are great for flooded areas, snow, mud and much more. Whether you are working, hunting, fishing, camping or even playing in the rain, TideWe’s rain boots will fill your needs. Comfort Rated: (-4°F - 68°F)/ (-20°C - 20°C).",,,,,,,,,,,"true","",,"$","85.99","Select your address",,,,,,,,,,,,,,,,,,,"$","39.99",,,"3085","/TIDEWE-Multi-Season-Waterproof-Neoprene-Realtree/product-reviews/B08PC6N7W8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.05","0.02","0.06","0.15","0.72",,"https://m.media-amazon.com/images/I/71qQSbz-fZL.__AC_SX300_SY300_QL70_FMwebp_.jpg","TIDEWE Rubber Boots for Men Multi-Season, Waterproof Rain Boots with Steel Shank, 6mm Neoprene Durable Rubber Outdoor Hunting Boots Realtree Edge Camo (Black, Brown & Camo)","https://www.amazon.com/dp/B0894FCT1B",,,,,,,,,,,,,,,,,,,,,,,,,,,
"333","B07DPSM91T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","21","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Women's Loafers & Slip-Ons","1","https://www.amazon.com/gp/bestsellers/fashion/679404011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Women › Shoes › Loafers & Slip-Ons",,,,,,,,,,,,,,,,,,,"true","",,"$","109.99","Select your address","","Stand out confidently with the leading-edge technology of our Flex & Fold outsole. This technology allows you to explore your passions in comfort and style, moving as if you were barefoot.","","As a part of our drive for sustainability, we picked materials like 100% cotton, knowing our shoes will withstand the times. Refresh your shoes to look like new by washing them on delicate in cold temperatures and air drying.","","We reconstructed and redesigned the modern shoe to be lightweight, comfortable, and breathable. By taking out the unnecessary, stiff, and bulky parts, we were able to create the ultimate shoe to take you on your next adventure!","","Wear them, fold them, pack them. Don’t feel weighed down as you take off on your next adventure. Our shoes are designed to be lightweight and flexible to fit your packing needs. Navigate your next step with the shoe designed for all-day wear.","","The most comfortable shoes for the on-the-go person, our shoes won’t tie you down from achieving whatever you have planned for the day! Hey Dude Shoes, are designed with the Easy-On System to make getting out the door that much easier.","","Our memory foam insoles support your body's natural alignment. Designed to mold to your feet, it gives you the ultimate barefoot feeling to protect against impacts and compression.","","","","","","","$","29.08",,,"80878","/Hey-Dude-Womens-Wendy-L/product-reviews/B07PBR5X51/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.02","0.01","0.03","0.09","0.84",,"https://m.media-amazon.com/images/I/81ga1JkO88L.__AC_SX395_SY395_QL70_FMwebp_.jpg","Hey Dude Women's Wendy Lace-Up Loafers Comfortable & Lightweight Ladies Shoes Multiple Sizes & Colors","https://www.amazon.com/dp/B07DPSM91T",,,,,,,,,,,,,,,,,,,,,,,,,,,
"93","B01AIIOKWM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","10460","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Women's Mid-Calf Boots","33","https://www.amazon.com/gp/bestsellers/fashion/11721154011/ref=pd_zg_hrsr_fashion","Women's Snow Boots","45","https://www.amazon.com/gp/bestsellers/fashion/5658903011/ref=pd_zg_hrsr_fashion",,,,"UGG","Clothing, Shoes & Jewelry › Women › Shoes › Boots › Ankle & Bootie",,,,,,,,,,,,,,,,,,,"true","",,"$","239.99","Select your address",,,,,,,,,,,,,,,,,,,"$","135.81",,,"7162","/UGG-Womens-Bailey-Fashion-Boot/product-reviews/B09P4Q2L62/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.04","0.01","0.02","0.06","0.88",,"https://m.media-amazon.com/images/I/61AyijlyjzL.__AC_SX395_SY395_QL70_FMwebp_.jpg","UGG Women's Bailey Bow Ii Fashion Boot","https://www.amazon.com/dp/B01AIIOKWM",,,,,,,,,,,,,,,,,,,,,,,,,,,
"29","B0768MJTX1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","6418","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Fashion Sneakers","30","https://www.amazon.com/gp/bestsellers/fashion/679312011/ref=pd_zg_hrsr_fashion",,,,,,,"Nike","Clothing, Shoes & Jewelry › Women › Shoes › Fashion Sneakers",,,,,,,,,,,,,,,,,,,"true","",,"$","228.49","Select your address",,,,,,,,,,,,,,,,,,,"$","66.22",,,"1534","/Nike-432997-107-Mens-Killshot-2/product-reviews/B0BHVJKCRW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.6","0.03","0.02","0.04","0.09","0.81",,"https://m.media-amazon.com/images/I/313zh5Ru6yL._AC_.jpg","Nike Men's Killshot 2","https://www.amazon.com/dp/B0768MJTX1","B072JW14ZR","B09JQWPNJ1","B071G2MRYD","B08MDM1M1G","B08RZD86W6","B0BLW7VVVF",,,,,,,,,,,,,,,,,,"Size","","Color","Sail/Midnight Navy-gum Yellow"
"75","B078WZXT65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nike","Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",,,,,,,,,,,,,,,,,,,"true","",,"$","439","Select your address",,,,,,,,,,,,,,,,,,,"$","79",,,"5671","/Nike-AH8050-Mens-Gymnastics-Shoes/product-reviews/B07FCQGVJF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.07","0.02","0.03","0.08","0.8",,"https://m.media-amazon.com/images/I/41bqq-6vdFL._AC_.jpg","Nike Men's Gymnastics Shoes","https://www.amazon.com/dp/B078WZXT65",,,,,,,,,,,,,,,,,,,,,,,,,,,
"229","B01MR34D28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RockDove","Clothing, Shoes & Jewelry › Men › Shoes › Slippers",,,,,,,,,,,,,,,,,,,"true","",,,,"United Kingdom","Tiny Mattresses for Your Feet","The sole-crushing shoes or boots you wear during your daily 9-to-5 can wreak havoc on the 100-plus muscles, ligaments, and tendons in each ankle and foot, causing—ouch!—pain. Coming home to a pair of RockDove's, with their plush memory foam, breathable fabrics, and lightweight soles, feels like heaven for your feet. They're slippers that let your feet move and groove every way they need to. (Just remember to tell your puppy they're not his new chew toy).","Breathing Life Into a Boring Product","Many people see slippers and think “they’re just slippers.” And comfort is the only thing that matters, right? We don't think so. Based in the West Coast fashion capital, we're constantly scouting the latest fabrics from LA’s Fashion District and star-inspired trends from Hollywood just 10 miles down Santa Monica Boulevard. From chic silhouettes, vibrant colors, to bold prints that never before found their way onto slippers, we're out to prove that mundane can be beautiful.","Slippers for Frontline Heroes","Throughout 2020, RockDove donated slippers to US and UK healthcare workers and first responders who fought the pandemic on the frontlines. We couldn't imagine what it feels to be in their shoes, so we gave them ours - the best RockDove memory foam slippers to rest their tired feet after a long shift.",,,,,,,,,,,,,"$","23.99",,,"143431","/RockDove-KN-SL-M302-Mens-Original-Two-Tone/product-reviews/B09DTQXJDP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.03","0.03","0.07","0.16","0.71",,"https://m.media-amazon.com/images/I/41crtTjdjZL._AC_.jpg","RockDove Men's Original Two-Tone Memory Foam Slipper","https://www.amazon.com/dp/B01MR34D28","B07BKR36D8","B07BKVB11W","B07BKQ5K6Y","B08RMV3GPD","B0B9FMYGHQ","B08RNF4TGP","B08RN2RLP4",,,,,,,,,,,,,,,,,"Size","","Color","Dark Grey/Blue"
"65","B07GBBPCM3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","988","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Slippers","9","https://www.amazon.com/gp/bestsellers/fashion/679324011/ref=pd_zg_hrsr_fashion",,,,,,,"IZOD","Clothing, Shoes & Jewelry › Men › Shoes › Slippers",,,,"100% Synthetic","Rubber sole","CLASSIC STYLE: Classic Moccasin Slipper for men, teens, and boys. Classic and casual, perfect to wear all year round. Available in mens size 8 to 27","INDOOR AND OUTDOOR BOTTOM: Indoor outdoor TP rubber bottom for indoor wear and moderate outdoor activity.","COMFORT CUSHIONED: Memory foam cushioning in the footbed provides comfort and warmth. Soft for your feet, and perfect on any surface. Keeping your feet warm and cozy, but also allowing breathability for your feet","NO LACE, STEP-IN STYLE: Slip on slipper style, has no lacing, so no hassle -- just comfort. Perfect to slip on out of bed, and easy to slip off before going to sleep","GIFT READY: Comes in an Original Penguin packaging -- perfect gift for friends and family- anytime of year whether its graduation, Father's day, or the holidays",,,,,,,,,"true","",,"$","23.93","Select your address",,,,,,,,,,,,,,,,,,,"$","23.14",,,"21381","/Two-Tone-Moccasin-Slipper-Classic-Slip/product-reviews/B09D456BT5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.03","0.03","0.06","0.15","0.74",,"https://m.media-amazon.com/images/I/71SxdUyrxOL.__AC_SY395_SX395_QL70_FMwebp_.jpg","IZOD Men's Two-Tone Moccasin Slipper, Warm Soft Classic Slip-On, Men's Sizes 8 to 13","https://www.amazon.com/dp/B07GBBPCM3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"222","B076VKMR6Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","610","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Women's Rain Footwear","1","https://www.amazon.com/gp/bestsellers/fashion/3412250011/ref=pd_zg_hrsr_fashion","Women's Ankle Boots & Booties","2","https://www.amazon.com/gp/bestsellers/fashion/11721153011/ref=pd_zg_hrsr_fashion",,,,"Asgard","Clothing, Shoes & Jewelry › Women › Shoes › Outdoor › Rain Footwear",,,,"Rubber sole","Shaft measures approximately 5.5"" from arch","Platform measures approximately .50""","Boot opening measures approximately 22 around","Classic Chelsea Rain Boots: lightweight and comfy, keep you trendy in rain days","Elastic-goring on sides and pull-tag at heel for easy slip on and off","Roomy toe area and EVA foam Insole for All Day Comfort","Easy clean by hose or wet cloth, an idea waterproof boots for garden works","Perfect matte finished, you can wear these short rain boots no matter the weather",,,,,,,"true","",,,,"Select your address","","Perfect matt finish on PVC upper introduces an elegant look on these classic chelsea boots. They are lightweight and comfy, keep you trendy no matter the weather","","Elastic-goring on side and convenient heel tag help these clean-cut boots easy slipping on and off","","Heel measures approximately 1"". Thick and durable rubber outsole provides excellent traction on wet and muddy ground","Waterproof","","Easy to clean","","Edge finished","","All Day Comfort Insoles","",,,,,"$","32.99",,,"21065","/Asgard-Womens-Waterproof-Chelsea-Booties/product-reviews/B076VQQ962/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.5","0.04","0.03","0.07","0.16","0.71",,"https://m.media-amazon.com/images/I/61UpH-6M6DL.__AC_SX395_SY395_QL70_FMwebp_.jpg","Asgard Women's Ankle Rain Boots Waterproof Chelsea Boots","https://www.amazon.com/dp/B076VKMR6Z","B076VM21ML","B07MC3LBSM","B07F2B5XGS","B08F712VJX","B0822JJXWF","B076VJYT3D","B07F24DQV7","B07F26T51V","B08F6ZN6YT","B0822JKQXH","B09QYL2DGB","B09QYJXZYB","B09QYKWBJY",,,,,,,,,,,"Size","","Color","Black"
,"B08D6MY77N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","38931","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","164","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons","Saturday, January 21",,"Thursday, January 19",,,,,,,,,,,,,,,,"true","In Stock.",,"$","59.95","Select your address",,,,,,,,,,,,,,,,,,,"$","47.8",,"Eligible for Return, Refund or Replacement within 30 days of receipt","1384","/Hey-Dude-Wally-Sox-Black/product-reviews/B08D6MY77N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A1PMQ3VF7TXZZ3","Hey Dude Official",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1PMQ3VF7TXZZ3&asin=B08D6MY77N&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.8","0.01","0.01","0.03","0.08","0.88",,"https://m.media-amazon.com/images/I/417JKyRBD0L._AC_.jpg","Hey Dude Men's Wally Sox Black White Size 11 | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight","https://www.amazon.com/dp/B08D6MY77N",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"B0874MW31C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons","Monday, January 23",,,,,,,,,,,,,,,,,,"true","In Stock.",,"$","59.95","Select your address",,,,,,,,,,,,,,,,,,,"$","51.37",,"Eligible for Return, Refund or Replacement within 30 days of receipt","1375","/Hey-Dude-Wally-Sox-Black/product-reviews/B0874MW31C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,"A16HZ3J3WEU71V","LY Berditchev Co.",,"/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A16HZ3J3WEU71V&asin=B0874MW31C&ref_=dp_merchant_link&isAmazonFulfilled=1",,"4.8","0.01","0.01","0.02","0.08","0.88",,"https://m.media-amazon.com/images/I/81DcinAzyOL.__AC_SX395_SY395_QL70_FMwebp_.jpg","Hey Dude Men's Wally Sox Black White Size 10 | Men’s Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight","https://www.amazon.com/dp/B0874MW31C",,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","B08CR8XBJQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","18511","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Loafers & Slip-Ons","72","https://www.amazon.com/gp/bestsellers/fashion/679313011/ref=pd_zg_hrsr_fashion",,,,,,,"Hey Dude","Clothing, Shoes & Jewelry › Men › Shoes › Loafers & Slip-Ons",,"This shoe by Hey Dude combines your passion for comfort, quality, and fashion.",,,,,,,,,,,,,,,,,"true","",,"$","99.94","India",,,,,,,,,,,,,,,,,,,"$","79.95",,,"964","/Hey-Dude-Mens-Bradley/product-reviews/B08J9Z1TRJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.7","0.03","0.01","0.04","0.07","0.85",,"https://m.media-amazon.com/images/I/41V+lrJBAKS._AC_.jpg","Hey Dude Men's Bradley Lace up Boots Multiple Colors | Men's Shoes | Men's Boots | Comfortable & Light-Weight","https://www.amazon.com/dp/B08CR8XBJQ",,,,,,,,,,,,,,,,,,,,,,,,"Size","","Color","Brown"
"271","B00AECHT08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing, Shoes & Jewelry","5976","https://www.amazon.com/gp/bestsellers/fashion/ref=pd_zg_ts_fashion","Men's Mules & Clogs","20","https://www.amazon.com/gp/bestsellers/fashion/3420996011/ref=pd_zg_hrsr_fashion","Women's Mules & Clogs","25","https://www.amazon.com/gp/bestsellers/fashion/679410011/ref=pd_zg_hrsr_fashion",,,,"OOFOS","Clothing, Shoes & Jewelry › Men › Shoes › Mules & Clogs",,"Recovery footwear. If you normally wear a whole size: Order the same whole size OOfos. If you normally wear a half size: Women: order a half size UP for best fit. Men: order a half size DOWN for best fit.",,,,,,,,,,,,,,,,,"true","",,"$","79.95","Poland",,,,,,,,,,,,,,,,,,,"$","54.95",,,"10501","/OOFOS-Unisex-OOCloog-Sports-Recovery/product-reviews/B0163IMC26/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews",,,,,,,,"4.3","0.07","0.04","0.08","0.13","0.68",,"https://m.media-amazon.com/images/I/51MF0zXqgnL.__AC_SX395_SY395_QL70_FMwebp_.jpg","OOFOS OOcloog - Lightweight Recovery Footwear - Reduces Pressure on Feet, Joints & Back - Machine Washable","https://www.amazon.com/dp/B00AECHT08",,,,,,,,,,,,,,,,,,,,,,,,,,,
